,category,timestamp,value_date,logging_payment_timestamp,payment_timestamp,account_number,amount_payment,balance_account,entry_type,payment_type,BIC,reference_code_paymetn,IBAN,counterparty_account_id
7472,Liikkuminen,2019-07-26 20:03:34.925373130,2019-07-26,2019-07-26,2019-07-26,8.0,-10.91,-193.54,0.0,162.0,           ,1.0,1.0,164.0
7473,Ruoka_paivittaistavarakauppa,2019-07-26 21:51:02.686567160,2019-07-26,2019-07-26,2019-07-26,8.0,-3.13,-196.67,0.0,162.0,           ,1.0,1.0,150.0
7474,Hyvinvointijakauneus,2019-07-26 23:38:30.447761190,2019-07-26,2019-07-26,2019-07-26,8.0,-21.55,-218.22,0.0,162.0,           ,1.0,1.0,113.0
7475,Ruoka_paivittaistavarakauppa,2019-07-29 12:53:43.880597010,2019-07-29,2019-07-29,2019-07-29,8.0,-5.03,-223.25,0.0,162.0,           ,1.0,1.0,115.0
7476,Matkailu,2019-07-29 16:28:39.402985070,2019-07-29,2019-07-29,2019-07-29,8.0,-3.27,-226.52,0.0,162.0,           ,1.0,1.0,129.0
7477,Muut,2019-07-29 18:16:07.164179100,2019-07-29,2019-07-29,2019-07-29,8.0,-0.35,-226.87,0.0,162.0,           ,1.0,1.0,98.0
7478,Ruoka_paivittaistavarakauppa,2019-07-30 14:41:11.641791040,2019-07-30,2019-07-30,2019-07-30,8.0,-3.01,-229.88,0.0,162.0,           ,1.0,1.0,134.0
7479,Tulot,2019-08-01 15:20:24.742268041,2019-08-01,2019-08-01,2019-08-01,8.0,932.17,702.29,701.0,520.0,           ,1.0,1.0,226.0
7480,Ravintolat_kahvilat,2019-08-02 06:40:49.484536082,2019-08-02,2019-08-02,2019-08-02,8.0,-267.99,434.3,0.0,100.0,           ,1.0,1.0,0.0
7481,Asuminen,2019-08-02 13:21:38.969072164,2019-08-02,2019-08-02,2019-08-02,8.0,-12.83,421.47,706.0,129.0,NDEAFIHH   ,0.0,0.0,238.0
7482,Luottojen_maksut,2019-08-02 22:01:14.226804123,2019-08-02,2019-08-02,2019-08-02,8.0,-54.27,367.2,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7483,Matkailu,2019-08-05 04:42:03.711340205,2019-08-05,2019-08-05,2019-08-05,8.0,-38.24,328.96,706.0,147.0,OKOYFIHH   ,0.0,0.0,249.0
7484,Tulot,2019-08-05 11:22:53.195876287,2019-08-05,2019-08-05,2019-08-05,8.0,37.83,366.79,701.0,520.0,           ,1.0,1.0,224.0
7485,Hyvinvointi,2019-08-05 20:02:28.453608246,2019-08-05,2019-08-05,2019-08-05,8.0,-18.9,347.89,0.0,162.0,           ,1.0,1.0,179.0
7486,Shoppailu,2019-08-06 18:03:42.680412369,2019-08-06,2019-08-06,2019-08-06,8.0,-5.14,342.75,0.0,162.0,           ,1.0,1.0,142.0
7487,Ruoka_paivittaistavarakauppa,2019-08-07 02:43:17.938144328,2019-08-07,2019-08-07,2019-08-07,8.0,-20.94,321.81,0.0,162.0,           ,1.0,1.0,125.0
7488,Muut,2019-08-08 00:44:32.164948451,2019-08-08,2019-08-08,2019-08-08,8.0,-58.47,263.34,0.0,163.0,           ,1.0,1.0,191.0
7489,Ruoka_paivittaistavarakauppa,2019-08-08 09:24:07.422680410,2019-08-08,2019-08-08,2019-08-08,8.0,-9.8,253.54,0.0,162.0,           ,1.0,1.0,146.0
7490,Tulot,2019-08-08 16:04:56.907216492,2019-08-08,2019-08-09,2019-08-08,8.0,3.05,256.59,710.0,588.0,           ,0.0,1.0,260.0
7491,Luokittelemattomat,2019-08-09 07:25:21.649484533,2019-08-09,2019-08-09,2019-08-09,8.0,-158.07,98.52,0.0,106.0,OKOYFIHH   ,0.0,0.0,23.0
7492,Muut,2019-08-09 22:45:46.391752574,2019-08-09,2019-08-09,2019-08-09,8.0,-17.31,81.21,0.0,163.0,           ,1.0,1.0,192.0
7493,Asuminen,2019-08-12 03:27:50.103092779,2019-08-12,2019-08-12,2019-08-12,8.0,-31.22,49.99,706.0,129.0,OKOYFIHH   ,0.0,0.0,237.0
7494,Vakuutukset,2019-08-12 05:26:35.876288656,2019-08-12,2019-08-12,2019-08-12,8.0,-11.0,38.99,706.0,147.0,NDEAFIHH   ,0.0,0.0,248.0
7495,Vakuutukset,2019-08-12 12:07:25.360824738,2019-08-12,2019-08-12,2019-08-12,8.0,-7.72,31.27,706.0,129.0,OKOYFIHH   ,0.0,0.0,238.0
7496,Ravintolat_kahvilat,2019-08-12 14:06:11.134020615,2019-08-12,2019-08-12,2019-08-12,8.0,-119.68,-88.41,706.0,129.0,DABAFIHH   ,0.0,0.0,243.0
7497,Vakuutukset,2019-08-12 18:48:14.845360820,2019-08-12,2019-08-12,2019-08-12,8.0,-58.78,-147.19,706.0,129.0,OKOYFIHH   ,0.0,0.0,237.0
7498,Luokittelemattomat,2019-08-12 20:47:00.618556697,2019-08-12,2019-08-12,2019-08-12,8.0,-12.68,-159.87,706.0,129.0,OKOYFIHH   ,0.0,0.0,237.0
7499,Asuminen,2019-08-15 16:49:29.072164943,2019-08-15,2019-08-16,2019-08-15,8.0,-879.3,-1039.17,706.0,129.0,NDEAFIHH   ,0.0,0.0,238.0
7500,Hyvinvointijakauneus,2019-08-16 01:29:04.329896902,2019-08-16,2019-08-16,2019-08-16,8.0,-1.23,-1040.4,0.0,162.0,           ,1.0,1.0,128.0
7501,Matkailu,2019-08-16 06:11:08.041237107,2019-08-16,2019-08-16,2019-08-16,8.0,-0.66,-1041.06,0.0,103.0,           ,0.0,1.0,2.0
7502,Ruoka_paivittaistavarakauppa,2019-08-16 08:09:53.814432984,2019-08-16,2019-08-16,2019-08-16,8.0,-3.62,-1044.68,0.0,162.0,           ,1.0,1.0,157.0
7503,Luokittelemattomat,2019-08-16 10:08:39.587628861,2019-08-16,2019-08-16,2019-08-16,8.0,-1.0,-1045.68,0.0,162.0,           ,1.0,1.0,57.0
7504,Asuminen,2019-08-16 14:50:43.298969066,2019-08-16,2019-08-16,2019-08-16,8.0,-38.18,-1083.86,0.0,106.0,OKOYFIHH   ,0.0,0.0,16.0
7505,Luottojen_maksut,2019-08-16 21:31:32.783505148,2019-08-16,2019-08-16,2019-08-16,8.0,-12.61,-1096.47,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7506,Asuminen,2019-08-16 23:30:18.556701025,2019-08-16,2019-08-16,2019-08-16,8.0,-9.36,-1105.83,706.0,129.0,DABAFIHH   ,0.0,0.0,237.0
7507,Matkailu,2019-08-19 12:51:57.525773189,2019-08-19,2019-08-19,2019-08-19,8.0,-3.71,-1109.54,0.0,162.0,           ,1.0,1.0,113.0
7508,Ruoka_paivittaistavarakauppa,2019-08-20 04:12:22.268041230,2019-08-20,2019-08-20,2019-08-20,8.0,-9.38,-1118.92,0.0,162.0,           ,1.0,1.0,145.0
7509,Ruoka_paivittaistavarakauppa,2019-08-20 10:53:11.752577312,2019-08-20,2019-08-20,2019-08-20,8.0,-1.79,-1120.71,0.0,162.0,           ,1.0,1.0,128.0
7510,Hyvinvointijakauneus,2019-08-20 19:32:47.010309271,2019-08-20,2019-08-20,2019-08-20,8.0,-5.9,-1126.61,0.0,162.0,           ,1.0,1.0,153.0
7511,Ruoka_paivittaistavarakauppa,2019-08-21 02:13:36.494845353,2019-08-21,2019-08-21,2019-08-21,8.0,-11.46,-1138.07,0.0,162.0,           ,1.0,1.0,119.0
7512,Ruoka_paivittaistavarakauppa,2019-08-22 00:14:50.721649476,2019-08-22,2019-08-22,2019-08-22,8.0,-2.18,-1140.25,0.0,162.0,           ,1.0,1.0,112.0
7513,Muut,2019-08-22 17:34:01.237113394,2019-08-22,2019-08-22,2019-08-22,8.0,-1.59,-1141.84,0.0,103.0,           ,0.0,1.0,1.0
7514,Ruoka_paivittaistavarakauppa,2019-08-23 06:55:40.206185558,2019-08-23,2019-08-23,2019-08-23,8.0,-7.95,-1149.79,0.0,162.0,           ,1.0,1.0,78.0
7515,Asuminen,2019-08-23 08:54:25.979381435,2019-08-23,2019-08-23,2019-08-23,8.0,-14.62,-1164.41,706.0,147.0,OKOYFIHH   ,0.0,0.0,252.0
7516,Muut,2019-08-23 15:35:15.463917517,2019-08-23,2019-08-23,2019-08-23,8.0,-7.4,-1171.81,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7517,Muut,2019-08-25 20:17:19.175257722,2019-08-25,2019-08-25,2019-08-25,8.0,-18.11,-1189.92,0.0,163.0,           ,1.0,1.0,190.0
7518,Vakuutukset,2019-08-26 11:37:43.917525763,2019-08-26,2019-08-26,2019-08-26,8.0,-9.65,-1199.57,0.0,106.0,SBANFIHH   ,0.0,0.0,12.0
7519,Ruoka_paivittaistavarakauppa,2019-08-26 13:36:29.690721640,2019-08-26,2019-08-26,2019-08-26,8.0,-12.88,-1212.45,0.0,162.0,           ,1.0,1.0,135.0
7520,Saastot_sijoitukset,2019-08-26 22:16:04.948453599,2019-08-26,2019-08-26,2019-08-26,8.0,-3.92,-1216.37,0.0,162.0,           ,1.0,1.0,62.0
7521,Lapset,2019-08-27 04:56:54.432989681,2019-08-27,2019-08-27,2019-08-27,8.0,-10.9,-1227.27,0.0,162.0,           ,1.0,1.0,116.0
7522,Kulttuuri_viihde,2019-08-27 18:18:33.402061845,2019-08-27,2019-08-27,2019-08-27,8.0,-11.39,-1238.66,0.0,162.0,           ,1.0,1.0,74.0
7523,Ravintolat_kahvilat,2019-08-28 02:58:08.659793804,2019-08-28,2019-08-28,2019-08-28,8.0,-13.7,-1252.36,0.0,106.0,OKOYFIHH   ,0.0,0.0,10.0
7524,Matkailu,2019-08-30 00:59:22.886597927,2019-08-30,2019-08-30,2019-08-30,8.0,-10.1,-1262.46,706.0,129.0,NDEAFIHH   ,0.0,0.0,238.0
7525,Ruoka_paivittaistavarakauppa,2019-08-30 09:38:58.144329886,2019-08-30,2019-08-30,2019-08-30,8.0,-5.46,-1267.92,0.0,162.0,           ,1.0,1.0,122.0
7526,Tulot,2019-08-30 16:19:47.628865968,2019-08-30,2019-08-30,2019-08-30,8.0,678.81,-589.11,701.0,520.0,           ,1.0,1.0,223.0
7527,Luottojen_maksut,2019-09-02 21:42:51.428571428,2019-09-02,2019-09-02,2019-09-02,8.0,-22.86,-611.97,0.0,172.0,           ,1.0,1.0,198.0
7528,Muut,2019-09-02 22:51:25.714285714,2019-09-02,2019-09-02,2019-08-30,8.0,-4.24,-616.21,0.0,192.0,           ,0.0,1.0,201.0
7529,Tulot,2019-09-03 19:25:42.857142856,2019-09-03,2019-09-03,2019-09-03,8.0,996.23,380.02,701.0,520.0,           ,1.0,1.0,225.0
7530,Luokittelemattomat,2019-09-03 20:34:17.142857142,2019-09-03,2019-09-03,2019-09-03,8.0,-123.96,256.06,0.0,172.0,           ,1.0,1.0,197.0
7531,Matkailu,2019-09-05 15:59:59.999999998,2019-09-05,2019-09-05,2019-09-05,8.0,-14.46,241.6,706.0,147.0,OKOYFIHH   ,0.0,0.0,249.0
7532,Asuminen,2019-09-05 18:17:08.571428570,2019-09-05,2019-09-05,2019-09-05,8.0,-8.99,232.61,706.0,129.0,DABAFIHH   ,0.0,0.0,237.0
7533,Tulot,2019-09-06 17:08:34.285714284,2019-09-06,2019-09-06,2019-09-06,8.0,87.61,320.22,701.0,520.0,           ,1.0,1.0,224.0
7534,Ruoka_paivittaistavarakauppa,2019-09-09 13:42:51.428571426,2019-09-09,2019-09-09,2019-09-09,8.0,-17.7,302.52,0.0,162.0,           ,1.0,1.0,68.0
7535,Ravintolat_kahvilat,2019-09-09 14:51:25.714285712,2019-09-09,2019-09-09,2019-09-09,8.0,-5.46,297.06,0.0,162.0,           ,1.0,1.0,108.0
7536,Ravintolat_kahvilat,2019-09-10 12:34:17.142857140,2019-09-10,2019-09-10,2019-09-10,8.0,-7.36,289.7,0.0,162.0,           ,1.0,1.0,108.0
7537,Tulot,2019-09-11 11:25:42.857142854,2019-09-11,2019-09-11,2019-09-11,8.0,47.07,336.77,710.0,506.0,           ,1.0,1.0,254.0
7538,Matkailu,2019-09-12 10:17:08.571428568,2019-09-12,2019-09-12,2019-09-12,8.0,-11.38,325.39,0.0,106.0,DABAFIHH   ,0.0,0.0,30.0
7539,Ruoka_paivittaistavarakauppa,2019-09-13 09:08:34.285714282,2019-09-13,2019-09-13,2019-09-13,8.0,-59.48,265.91,0.0,162.0,           ,1.0,1.0,106.0
7540,Matkailu,2019-09-16 04:34:17.142857138,2019-09-16,2019-09-16,2019-09-16,8.0,-43.25,222.66,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7541,Luottojen_maksut,2019-09-16 05:42:51.428571424,2019-09-16,2019-09-16,2019-09-16,8.0,-15.9,206.76,706.0,147.0,OKOYFIHH   ,0.0,0.0,251.0
7542,Shoppailu,2019-09-16 06:51:25.714285710,2019-09-16,2019-09-16,2019-09-16,8.0,-18.12,188.64,0.0,162.0,           ,1.0,1.0,104.0
7543,Liikkuminen,2019-09-16 07:59:59.999999996,2019-09-16,2019-09-16,2019-09-16,8.0,-3.84,184.8,0.0,162.0,           ,1.0,1.0,117.0
7544,Ravintolat_kahvilat,2019-09-18 03:25:42.857142852,2019-09-18,2019-09-18,2019-09-18,8.0,-3.75,181.05,0.0,103.0,           ,0.0,1.0,3.0
7545,Ruoka_paivittaistavarakauppa,2019-09-19 02:17:08.571428566,2019-09-19,2019-09-19,2019-09-19,8.0,-22.44,158.61,0.0,162.0,           ,1.0,1.0,68.0
7546,Ruoka_paivittaistavarakauppa,2019-09-20 01:08:34.285714280,2019-09-20,2019-09-20,2019-09-20,8.0,-4.88,153.73,0.0,162.0,           ,1.0,1.0,135.0
7547,Harrastukset,2019-09-20 23:59:59.999999994,2019-09-20,2019-09-20,2019-09-20,8.0,-8.97,144.76,706.0,147.0,OKOYFIHH   ,0.0,0.0,250.0
7548,Matkailu,2019-09-23 19:25:42.857142850,2019-09-23,2019-09-23,2019-09-23,8.0,-2.98,141.78,0.0,162.0,           ,1.0,1.0,180.0
7549,Ravintolat_kahvilat,2019-09-23 20:34:17.142857136,2019-09-23,2019-09-23,2019-09-23,8.0,-1.43,140.35,0.0,162.0,           ,1.0,1.0,113.0
7550,Luottojen_maksut,2019-09-23 21:42:51.428571422,2019-09-23,2019-09-25,2019-09-23,8.0,-37.9,102.45,706.0,147.0,NDEAFIHH   ,0.0,0.0,248.0
7551,Ruoka_paivittaistavarakauppa,2019-09-23 22:51:25.714285708,2019-09-23,2019-09-23,2019-09-23,8.0,-14.46,87.99,0.0,162.0,           ,1.0,1.0,189.0
7552,Luottojen_maksut,2019-09-24 18:17:08.571428564,2019-09-24,2019-09-24,2019-09-24,8.0,-9.23,78.76,0.0,162.0,           ,1.0,1.0,52.0
7553,Ruoka_paivittaistavarakauppa,2019-09-27 14:51:25.714285706,2019-09-27,2019-09-27,2019-09-27,8.0,-8.71,70.05,0.0,162.0,           ,1.0,1.0,151.0
7554,Vakuutukset,2019-09-27 15:59:59.999999992,2019-09-27,2019-09-27,2019-09-27,8.0,-10.05,60.0,706.0,147.0,OKOYFIHH   ,0.0,0.0,249.0
7555,Muut,2019-09-27 17:08:34.285714278,2019-09-27,2019-09-27,2019-09-27,8.0,-2.75,57.25,0.0,162.0,           ,1.0,1.0,168.0
7556,Lapset,2019-09-30 12:34:17.142857134,2019-09-30,2019-09-30,2019-09-30,8.0,-8.4,48.85,0.0,162.0,           ,1.0,1.0,84.0
7557,Muut,2019-09-30 13:42:51.428571420,2019-09-30,2019-09-30,2019-09-30,8.0,-13.15,35.7,0.0,163.0,           ,1.0,1.0,190.0
7558,Tulot,2019-10-01 12:30:15.126050420,2019-10-01,2019-10-01,2019-10-01,8.0,516.42,552.12,701.0,520.0,           ,1.0,1.0,223.0
7559,Tulot,2019-10-02 01:00:30.252100840,2019-10-02,2019-10-02,2019-10-02,8.0,648.0,1200.12,701.0,520.0,           ,1.0,1.0,223.0
7560,Ruoka_paivittaistavarakauppa,2019-10-02 13:30:45.378151260,2019-10-02,2019-10-02,2019-10-02,8.0,-9.46,1190.66,0.0,162.0,           ,1.0,1.0,89.0
7561,Ravintolat_kahvilat,2019-10-03 02:01:00.504201680,2019-10-03,2019-10-03,2019-10-03,8.0,-2.01,1188.65,0.0,162.0,           ,1.0,1.0,119.0
7562,Ruoka_paivittaistavarakauppa,2019-10-03 14:31:15.630252100,2019-10-03,2019-10-03,2019-10-03,8.0,-36.73,1151.92,0.0,192.0,           ,0.0,1.0,200.0
7563,Tulot,2019-10-03 16:32:16.134453780,2019-10-03,2019-10-03,2019-10-03,8.0,82.92,1234.84,701.0,520.0,           ,1.0,1.0,225.0
7564,Ruoka_paivittaistavarakauppa,2019-10-04 03:01:30.756302520,2019-10-04,2019-10-04,2019-10-04,8.0,-38.51,1196.33,0.0,162.0,           ,1.0,1.0,176.0
7565,Ruoka_paivittaistavarakauppa,2019-10-04 04:02:01.008403360,2019-10-04,2019-10-04,2019-10-04,8.0,-4.18,1192.15,0.0,162.0,           ,1.0,1.0,41.0
7566,Ruoka_paivittaistavarakauppa,2019-10-04 15:31:45.882352940,2019-10-04,2019-10-04,2019-10-04,8.0,-14.2,1177.95,0.0,162.0,           ,1.0,1.0,158.0
7567,Muut,2019-10-07 05:02:31.260504200,2019-10-07,2019-10-07,2019-10-07,8.0,-115.02,1062.93,0.0,163.0,           ,1.0,1.0,190.0
7568,Ruoka_paivittaistavarakauppa,2019-10-07 06:03:01.512605040,2019-10-07,2019-10-10,2019-10-07,8.0,-9.62,1053.31,0.0,162.0,           ,1.0,1.0,186.0
7569,Ruoka_paivittaistavarakauppa,2019-10-07 17:32:46.386554620,2019-10-07,2019-10-09,2019-10-07,8.0,-4.82,1048.49,0.0,162.0,           ,1.0,1.0,58.0
7570,Ruoka_paivittaistavarakauppa,2019-10-07 18:33:16.638655460,2019-10-07,2019-10-07,2019-10-07,8.0,-29.5,1018.99,0.0,162.0,           ,1.0,1.0,169.0
7571,Shoppailu,2019-10-07 20:34:17.142857140,2019-10-07,2019-10-07,2019-10-07,8.0,-74.27,944.72,0.0,162.0,           ,1.0,1.0,160.0
7572,Ravintolat_kahvilat,2019-10-08 07:03:31.764705880,2019-10-08,2019-10-08,2019-10-08,8.0,-3.36,941.36,0.0,162.0,           ,1.0,1.0,65.0
7573,Saastot_sijoitukset,2019-10-08 19:33:46.890756300,2019-10-08,2019-10-08,2019-10-08,8.0,-125.05,816.31,0.0,162.0,           ,1.0,1.0,97.0
7574,Ruoka_paivittaistavarakauppa,2019-10-09 08:04:02.016806720,2019-10-09,2019-10-09,2019-10-09,8.0,-52.56,763.75,0.0,162.0,           ,1.0,1.0,109.0
7575,Ravintolat_kahvilat,2019-10-10 09:04:32.268907560,2019-10-10,2019-10-11,2019-10-10,8.0,-4.96,758.79,0.0,162.0,           ,1.0,1.0,78.0
7576,Matkailu,2019-10-10 21:34:47.394957980,2019-10-10,2019-10-10,2019-10-10,8.0,-32.29,726.5,706.0,147.0,OKOYFIHH   ,0.0,0.0,249.0
7577,Asuminen,2019-10-10 23:35:47.899159660,2019-10-10,2019-10-10,2019-10-10,8.0,-2.66,723.84,706.0,106.0,DABAFIHH   ,0.0,0.0,233.0
7578,Ruoka_paivittaistavarakauppa,2019-10-11 10:05:02.521008400,2019-10-11,2019-10-11,2019-10-11,8.0,-14.09,709.75,0.0,162.0,           ,1.0,1.0,165.0
7579,Tulot,2019-10-11 11:05:32.773109240,2019-10-11,2019-10-11,2019-10-11,8.0,19.88,729.63,701.0,520.0,           ,1.0,1.0,224.0
7580,Harrastukset,2019-10-11 22:35:17.647058820,2019-10-11,2019-10-11,2019-10-11,8.0,-56.38,673.25,0.0,162.0,           ,1.0,1.0,130.0
7581,Ruoka_paivittaistavarakauppa,2019-10-14 12:06:03.025210080,2019-10-14,2019-10-14,2019-10-14,8.0,-27.32,645.93,0.0,192.0,           ,0.0,1.0,200.0
7582,Vakuutukset,2019-10-14 13:06:33.277310920,2019-10-14,2019-10-14,2019-10-14,8.0,-87.23,558.7,706.0,129.0,SBANFIHH   ,0.0,0.0,241.0
7583,Luokittelemattomat,2019-10-14 14:07:03.529411760,2019-10-14,2019-10-14,2019-10-14,8.0,-19.49,539.21,0.0,162.0,           ,1.0,1.0,64.0
7584,Shoppailu,2019-10-15 00:36:18.151260500,2019-10-15,2019-10-16,2019-10-15,8.0,-48.53,490.68,0.0,192.0,           ,0.0,1.0,202.0
7585,Lapset,2019-10-15 01:36:48.403361340,2019-10-15,2019-10-15,2019-10-15,8.0,-1.78,488.9,0.0,162.0,           ,1.0,1.0,127.0
7586,Asuminen,2019-10-15 02:37:18.655462180,2019-10-15,2019-10-15,2019-10-15,8.0,-84.89,404.01,0.0,162.0,           ,1.0,1.0,157.0
7587,Ruoka_paivittaistavarakauppa,2019-10-16 03:37:48.907563020,2019-10-16,2019-10-16,2019-10-16,8.0,-62.85,341.16,0.0,162.0,           ,1.0,1.0,135.0
7588,Liikkuminen,2019-10-16 15:07:33.781512600,2019-10-16,2019-10-16,2019-10-16,8.0,-14.45,326.71,0.0,162.0,           ,1.0,1.0,108.0
7589,Lapset,2019-10-16 16:08:04.033613440,2019-10-16,2019-10-18,2019-10-16,8.0,-15.7,311.01,0.0,162.0,           ,1.0,1.0,138.0
7590,Tulot,2019-10-17 18:09:04.537815120,2019-10-17,2019-10-17,2019-10-17,8.0,21.91,332.92,710.0,588.0,           ,0.0,1.0,259.0
7591,Ravintolat_kahvilat,2019-10-18 04:38:19.159663860,2019-10-18,2019-10-18,2019-10-18,8.0,-69.87,263.05,0.0,192.0,           ,0.0,1.0,200.0
7592,Luokittelemattomat,2019-10-18 05:38:49.411764700,2019-10-18,2019-10-18,2019-10-18,8.0,-45.34,217.71,0.0,162.0,           ,1.0,1.0,57.0
7593,Ravintolat_kahvilat,2019-10-18 17:08:34.285714280,2019-10-18,2019-10-18,2019-10-18,8.0,-3.25,214.46,0.0,162.0,           ,1.0,1.0,135.0
7594,Luottojen_maksut,2019-10-21 06:39:19.663865540,2019-10-21,2019-10-21,2019-10-21,8.0,-2.95,211.51,0.0,162.0,           ,1.0,1.0,168.0
7595,Ruoka_paivittaistavarakauppa,2019-10-21 07:39:49.915966380,2019-10-21,2019-10-21,2019-10-21,8.0,-23.27,188.24,0.0,162.0,           ,1.0,1.0,113.0
7596,Matkailu,2019-10-21 08:40:20.168067220,2019-10-21,2019-10-21,2019-10-21,8.0,-9.27,178.97,706.0,105.0,OKOYFIHH   ,1.0,0.0,232.0
7597,Liikkuminen,2019-10-21 19:09:34.789915960,2019-10-21,2019-10-21,2019-10-21,8.0,-8.65,170.32,0.0,162.0,           ,1.0,1.0,97.0
7598,Ruoka_paivittaistavarakauppa,2019-10-21 20:10:05.042016800,2019-10-21,2019-10-21,2019-10-21,8.0,-22.7,147.62,0.0,162.0,           ,1.0,1.0,101.0
7599,Lapset,2019-10-21 21:10:35.294117640,2019-10-21,2019-10-21,2019-10-21,8.0,-1.23,146.39,0.0,162.0,           ,1.0,1.0,41.0
7600,Ruoka_paivittaistavarakauppa,2019-10-23 09:40:50.420168060,2019-10-23,2019-10-23,2019-10-23,8.0,-1.77,144.62,0.0,162.0,           ,1.0,1.0,182.0
7601,Tulot,2019-10-24 10:41:20.672268900,2019-10-24,2019-10-24,2019-10-24,8.0,-39.87,104.75,0.0,162.0,           ,1.0,1.0,133.0
7602,Liikkuminen,2019-10-24 22:11:05.546218480,2019-10-24,2019-10-25,2019-10-24,8.0,-27.74,77.01,0.0,162.0,           ,1.0,1.0,178.0
7603,Liikkuminen,2019-10-24 23:11:35.798319320,2019-10-24,2019-10-24,2019-10-24,8.0,-29.48,47.53,0.0,162.0,           ,1.0,1.0,119.0
7604,Ruoka_paivittaistavarakauppa,2019-10-25 00:12:06.050420160,2019-10-25,2019-10-25,2019-10-25,8.0,-4.78,42.75,0.0,162.0,           ,1.0,1.0,52.0
7605,Ruoka_paivittaistavarakauppa,2019-10-25 11:41:50.924369740,2019-10-25,2019-10-25,2019-10-25,8.0,-11.89,30.86,0.0,162.0,           ,1.0,1.0,117.0
7606,Kulttuuri_viihde,2019-10-25 12:42:21.176470580,2019-10-25,2019-10-25,2019-10-25,8.0,-17.37,13.49,0.0,162.0,           ,1.0,1.0,61.0
7607,Ruoka_paivittaistavarakauppa,2019-10-28 01:12:36.302521000,2019-10-28,2019-10-28,2019-10-23,8.0,-3.64,9.85,0.0,162.0,           ,1.0,1.0,105.0
7608,Ruoka_paivittaistavarakauppa,2019-10-28 02:13:06.554621840,2019-10-28,2019-10-28,2019-10-28,8.0,-1.72,8.13,0.0,162.0,           ,1.0,1.0,45.0
7609,Ruoka_paivittaistavarakauppa,2019-10-28 13:42:51.428571420,2019-10-28,2019-10-28,2019-10-28,8.0,-22.65,-14.52,0.0,162.0,           ,1.0,1.0,96.0
7610,Ruoka_paivittaistavarakauppa,2019-10-28 14:43:21.680672260,2019-10-28,2019-10-28,2019-10-28,8.0,-17.25,-31.77,0.0,162.0,           ,1.0,1.0,136.0
7611,Ruoka_paivittaistavarakauppa,2019-10-28 15:43:51.932773100,2019-10-28,2019-10-28,2019-10-28,8.0,-14.54,-46.31,0.0,162.0,           ,1.0,1.0,113.0
7612,Ruoka_paivittaistavarakauppa,2019-10-29 03:13:36.806722680,2019-10-29,2019-10-29,2019-10-29,8.0,-0.94,-47.25,0.0,162.0,           ,1.0,1.0,168.0
7613,Ruoka_paivittaistavarakauppa,2019-10-30 04:14:07.058823520,2019-10-30,2019-10-30,2019-10-30,8.0,-6.54,-53.79,0.0,162.0,           ,1.0,1.0,106.0
7614,Luokittelemattomat,2019-10-30 05:14:37.310924360,2019-10-30,2019-10-30,2019-10-30,8.0,-4.15,-57.94,0.0,162.0,           ,1.0,1.0,103.0
7615,Ruoka_paivittaistavarakauppa,2019-10-30 16:44:22.184873940,2019-10-30,2019-10-30,2019-10-30,8.0,-5.92,-63.86,0.0,162.0,           ,1.0,1.0,122.0
7616,Ruoka_paivittaistavarakauppa,2019-10-30 17:44:52.436974780,2019-10-30,2019-10-30,2019-10-30,8.0,-13.94,-77.8,0.0,162.0,           ,1.0,1.0,181.0
7617,Tulot,2019-11-01 17:20:57.831325301,2019-11-01,2019-11-01,2019-11-01,8.0,159.67,81.87,701.0,520.0,           ,1.0,1.0,223.0
7618,Muut,2019-11-02 10:41:55.662650602,2019-11-02,2019-11-02,2019-11-02,8.0,-31.33,50.54,0.0,163.0,           ,1.0,1.0,191.0
7619,Kulttuuri_viihde,2019-11-03 04:02:53.493975903,2019-11-03,2019-11-03,2019-11-03,8.0,-3.65,46.89,0.0,106.0,OKOYFIHH   ,0.0,0.0,18.0
7620,Ravintolat_kahvilat,2019-11-04 01:26:44.819277107,2019-11-04,2019-11-04,2019-11-04,8.0,-4.28,42.61,0.0,162.0,           ,1.0,1.0,45.0
7621,Tulot,2019-11-04 14:44:49.156626505,2019-11-04,2019-11-04,2019-11-04,8.0,-3.51,39.1,0.0,162.0,           ,1.0,1.0,98.0
7622,Ruoka_paivittaistavarakauppa,2019-11-04 21:23:51.325301204,2019-11-04,2019-11-04,2019-11-04,8.0,-14.27,24.83,0.0,162.0,           ,1.0,1.0,188.0
7623,Ruoka_paivittaistavarakauppa,2019-11-05 08:05:46.987951806,2019-11-05,2019-11-05,2019-11-05,8.0,-6.08,18.75,0.0,162.0,           ,1.0,1.0,134.0
7624,Saastot_sijoitukset,2019-11-05 18:47:42.650602408,2019-11-05,2019-11-06,2019-11-05,8.0,-8.95,9.8,0.0,162.0,           ,1.0,1.0,179.0
7625,Tulot,2019-11-07 05:29:38.313253010,2019-11-07,2019-11-07,2019-11-07,8.0,285.8,295.6,701.0,520.0,           ,1.0,1.0,228.0
